sector_code,sector_name,factor_value,currency_code,factor_unit
561500/US,Travel arrangement and reservation,0.09309882319336701,USD,kgco2e_per_usd
561600/US,Investigation and security,0.0922722866388098,USD,kgco2e_per_usd
561900/US,Other support services,0.1489363785073143,USD,kgco2e_per_usd
562000/US,Waste management and remediation,1.281715232063902,USD,kgco2e_per_usd
611100/US,Elementary and secondary schools,0.2212934348912126,USD,kgco2e_per_usd
611A00/US,"Colleges, universities, junior colleges, and professional schools",0.1595665091893604,USD,kgco2e_per_usd
611B00/US,Other educational services,0.1165883749613823,USD,kgco2e_per_usd
621100/US,Physicians,0.09057744201528842,USD,kgco2e_per_usd
621200/US,Dentists,0.06632670480866296,USD,kgco2e_per_usd
621300/US,Healthcare practitioners (except physicians and dentists),0.1097213921072178,USD,kgco2e_per_usd
621400/US,Outpatient healthcare,0.1090097806827848,USD,kgco2e_per_usd
621500/US,Medical laboratories,0.08634439622473324,USD,kgco2e_per_usd
621600/US,Home healthcare,0.1202703356301538,USD,kgco2e_per_usd
621900/US,Ambulances,0.1911094880596186,USD,kgco2e_per_usd
622000/US,Hospitals,0.1690127097169875,USD,kgco2e_per_usd
623A00/US,Nursing and community care facilities,0.1873089408072985,USD,kgco2e_per_usd
623B00/US,"Residential mental retardation, mental health, substance abuse and other facilities",0.1569196541017543,USD,kgco2e_per_usd
624100/US,Individual and family services,0.1434782673381919,USD,kgco2e_per_usd
624400/US,Child day care,0.252640646765863,USD,kgco2e_per_usd
624A00/US,"Community food, housing, and other relief services, including rehabilitation services",0.2598411009426169,USD,kgco2e_per_usd
711100/US,Performances,0.09516909030610274,USD,kgco2e_per_usd
711200/US,Sports,0.06962137948429548,USD,kgco2e_per_usd
711500/US,"Independent artists, writers, and performers",0.03744473909350968,USD,kgco2e_per_usd
711A00/US,Promoters and agents,0.09767428460316131,USD,kgco2e_per_usd
712000/US,"Museums, historical sites, zoos, and parks",0.1559760146899661,USD,kgco2e_per_usd
713100/US,Amusement parks and arcades,0.2101149302354441,USD,kgco2e_per_usd
713200/US,Gambling establishments (except casino hotels),0.2113864682455066,USD,kgco2e_per_usd
713900/US,"Golf courses, marinas, ski resorts, fitness and other rec centers and industries",0.29530764703806,USD,kgco2e_per_usd
721000/US,Hotels and campgrounds,0.1745188728133147,USD,kgco2e_per_usd
722110/US,Full-service restaurants,0.262040829521229,USD,kgco2e_per_usd
722211/US,Limited-service restaurants,0.3676016242227335,USD,kgco2e_per_usd
722A00/US,All other food and drinking places,0.1794004845840518,USD,kgco2e_per_usd
811100/US,Vehicle repair,0.1433161706851702,USD,kgco2e_per_usd
811200/US,Electronic  equipment repair and maintenance,0.1018830106499166,USD,kgco2e_per_usd
811300/US,Commercial machinery repair,0.1844637246454464,USD,kgco2e_per_usd
811400/US,Household goods repair,0.1505604069318727,USD,kgco2e_per_usd
812100/US,Salons and barber shops,0.1531925684916392,USD,kgco2e_per_usd
812200/US,Funerary services,0.05144525925062495,USD,kgco2e_per_usd
812300/US,Dry-cleaning and laundry,0.1936214538856483,USD,kgco2e_per_usd
812900/US,"Pet care, photofinishing, parking and other sundry services",0.133899120439522,USD,kgco2e_per_usd
813100/US,Religious organizations,0.09055109551616869,USD,kgco2e_per_usd
813A00/US,"Grantmaking, giving, and social advocacy organizations",0.07085355043848489,USD,kgco2e_per_usd
813B00/US,"Civic, social, professional, and similar organizations",0.1488490610262445,USD,kgco2e_per_usd
814000/US,Household employees,0.0,USD,kgco2e_per_usd
S00500/US,Federal general government (defense),0.1276678698023273,USD,kgco2e_per_usd
S00600/US,Federal general government (nondefense),0.2533493570786092,USD,kgco2e_per_usd
491000/US,Postal service,0.08584468758463464,USD,kgco2e_per_usd
S00102/US,Other federal government enterprises,0.3275338233459253,USD,kgco2e_per_usd
GSLGE/US,State and local government educational services,0.1440128000221162,USD,kgco2e_per_usd
GSLGH/US,State and local government hospitals and health services,0.2715031521038995,USD,kgco2e_per_usd
GSLGO/US,State and local government other services,0.2811881234761284,USD,kgco2e_per_usd
S00203/US,Other state and local government enterprises,0.4043489270916327,USD,kgco2e_per_usd
S00401/US,Scrap,0.539244907348883,USD,kgco2e_per_usd
S00402/US,Used and secondhand goods,0.0,USD,kgco2e_per_usd
S00300/US,Noncomparable imports,0.0,USD,kgco2e_per_usd
S00900/US,Rest of the world adjustment,0.2533493570786092,USD,kgco2e_per_usd
